density,pH,alcohol,quality,wineType,satisfied,price
0.98912,3.29,12.8,7,W,No,25.33
0.99395,2.9,11,3,W,Yes,7.88
0.99539,3.2,10.6,6,W,No,7.28
0.99129,3.16,12.4,7,W,No,22.27
0.98956,3.22,12.9,7,W,No,25.94
0.9916,3.54,11.1,7,W,No,20.85
0.98889,3.08,12.9,7,W,No,28.02
0.99012,3.1,11.8,7,W,No,25.55
0.99833,3.23,9.1,6,W,No,7.7
0.98853,3.09,12.7,7,W,No,27.57
0.98942,3.16,12,6,W,No,21.68
0.99266,3.24,11.2,6,W,No,12.44
0.98962,3.19,12.4,7,W,No,25.41
0.99168,3.5,10.4,5,W,Yes,13.46
0.9968,3.06,10.4,5,W,Yes,6.29
0.98934,3.29,12.7,6,W,No,18.81
0.98995,3.48,12.5,7,W,No,23.34
0.991,3.14,12,6,W,No,21.33
0.99152,3.16,11.6,6,W,No,20.03
0.99048,3.12,12.6,7,W,No,23.27
0.99204,3.15,10.2,5,W,Yes,14.39
0.99202,3.43,10.4,7,W,No,19.92
0.9906,3.3,11.5,5,W,Yes,16.42
0.99091,3.02,11,6,W,No,20.45
0.99472,3.11,10.1,6,W,No,11.39
0.99452,3.08,10.5,6,W,No,11.85
0.99177,3.23,12.1,7,W,No,22.52
0.9934,3.18,9.9,6,W,No,12.98
0.99082,3.05,11.4,6,W,No,20.08
0.99784,3,9.5,6,W,No,5.35
0.99784,3,9.5,6,W,No,5.35
0.99784,3,9.5,6,W,No,5.35
0.99665,3.17,10.9,6,W,No,5.43
0.99422,3.08,9.5,6,W,No,13.91
0.98999,3.32,12.6,6,W,No,21.57
0.99422,3.08,9.5,6,W,No,13.91
0.99254,3.18,11.1,5,W,Yes,10.8
0.99782,3,9.5,7,W,No,8.62
0.99784,3,9.5,6,W,No,5.35
0.9952,3.13,10.6,6,W,No,10.52
0.99519,3.12,10.6,6,W,No,10.08
0.99384,3.15,10.8,6,W,No,13.87
0.99665,3.17,10.9,6,W,No,5.43
0.99596,3.34,9.9,6,W,No,7.88
0.9935,3.08,11.3,6,W,No,14.81
0.98862,3.22,12.6,6,W,No,22.38
0.99151,2.96,12.5,6,W,No,17.04
0.9922,3.02,12.4,6,W,No,13.39
0.99426,3.31,11.8,7,W,No,12.15
0.99168,3.18,12.2,6,W,No,13.37
0.99556,3.19,10.7,6,W,No,7.53
0.99356,3.17,11.3,7,W,No,12.75
0.99151,2.96,12.5,6,W,No,17.04
0.9922,3.02,12.4,6,W,No,13.39
0.99072,3.05,11.3,7,W,No,24.63
0.99596,3.34,9.9,6,W,No,7.88
0.9935,3.08,11.3,6,W,No,14.81
0.98862,3.22,12.6,6,W,No,22.38
0.98954,3.14,11.5,6,W,No,20.87
0.99076,2.98,12.3,7,W,No,24.09
0.9889,2.97,12.2,6,W,No,23.55
0.98794,3.08,13.2,6,W,No,24.31
0.99207,3.13,10.2,6,W,No,17.85
0.99355,3.05,11.5,7,W,No,15.79
0.98794,3.08,13.2,6,W,No,24.31
0.9889,2.97,12.2,6,W,No,23.55
0.99336,3.47,11,6,W,No,13.47
0.98882,2.98,13.2,7,W,No,28.91
0.99341,3.32,9.5,5,W,Yes,12.61
0.997,3.25,10.2,6,W,No,9.83
0.99207,3.13,10.2,6,W,No,17.85
0.99174,3,11.4,6,W,No,21
0.99042,3.16,12.5,8,W,No,26.95
0.9984,3.01,9.2,5,W,Yes,8.98
0.99111,3.28,12.1,7,W,No,22.22
0.9933,3.1,10.7,7,W,No,17.26
0.99111,3.28,12.1,7,W,No,22.22
0.99316,3.38,11.2,6,W,No,14.98
0.9946,3.25,10.6,6,W,No,12.62
0.99,3.06,11.8,6,W,No,21.24
0.99042,3.16,12.5,8,W,No,26.95
0.9984,3.01,9.2,5,W,Yes,8.98
0.99016,2.95,12.6,6,W,No,23.83
0.99381,3.13,12.8,7,W,No,17.33
0.99144,3,12.3,6,W,No,16.4
0.99139,2.99,12.3,8,W,No,24.61
0.9919,2.98,12.4,6,W,No,15.42
0.99192,2.93,12.3,6,W,No,16.79
0.99576,3.2,9.1,5,W,Yes,6.42
0.9958,3.2,9.1,5,W,Yes,6.42
0.9951,3.1,10.6,6,W,No,10.32
0.99304,3.19,10.3,6,W,No,13.87
0.99657,3.39,9.5,5,W,Yes,6.21
0.99268,3.25,11.1,6,W,No,13.09
0.99392,3.12,10.8,6,W,No,17.47
0.99242,2.94,11.2,5,W,Yes,14.05
0.99392,3.12,10.8,6,W,No,17.47
0.9925,2.87,11.4,5,W,Yes,14.86
0.99092,3.21,11.2,6,W,No,19.63
0.99137,3.19,10.2,6,W,No,17.98
0.99268,3.25,11.1,6,W,No,13.09
0.99657,3.39,9.5,5,W,Yes,6.21
0.99642,3.12,10.2,6,W,No,9.72
0.9916,3.37,11,3,W,Yes,9.09
0.99458,3.15,11.5,7,W,No,20.96
0.99373,3.05,9.8,6,W,No,13.68
0.99586,3.11,10.1,6,W,No,9.99
0.99942,2.95,8.8,6,W,No,8.1
0.99458,3.15,11.5,7,W,No,20.96
0.9895,3.39,12.7,7,W,No,24.12
0.9963,3.1,9.8,6,W,No,7.37
0.9892,3.16,12.9,4,W,Yes,15.13
0.9963,3.1,9.8,6,W,No,7.37
0.9895,3.39,12.7,7,W,No,24.12
1.00196,3.01,8.5,5,W,Yes,6.03
0.99036,3.24,12.7,8,W,No,26.66
0.989,2.98,13.1,8,W,No,30.87
0.99947,3.35,9.1,5,W,Yes,5.92
0.9916,3.36,12.5,6,W,No,17.42
0.99945,3.34,9.1,6,W,No,6.8
0.99945,3.34,9.1,6,W,No,6.8
0.99375,3.33,11.2,6,W,No,10.13
0.9916,3.36,12.5,6,W,No,17.42
0.99947,3.35,9.1,5,W,Yes,5.92
0.99945,3.34,9.1,6,W,No,6.8
0.99946,3.34,9.1,6,W,No,6.1
0.99153,3.24,11.5,5,W,Yes,14.6
0.98834,3.05,12.9,7,W,No,28.31
0.99138,2.95,12.5,6,W,No,20.22
0.98928,3.25,12.3,6,W,No,21.61
0.99246,3.1,11.4,6,W,No,14.96
0.99576,3.22,9.4,5,W,Yes,5.8
0.99956,3.11,9.1,5,W,Yes,8.87
0.99576,3.22,9.4,5,W,Yes,5.8
0.99026,3.16,12,5,W,Yes,17.59
0.99174,3.18,11.1,5,W,Yes,16.25
0.99058,3.1,11.8,7,W,No,21.65
0.9905,3.24,11.4,6,W,No,19.51
0.99956,3.11,9.1,5,W,Yes,9.12
0.99192,3.19,12.1,8,W,No,24.34
0.99554,3.15,10.4,6,W,No,10.41
0.99536,3.12,9.2,6,W,No,7.99
0.99056,3.29,13,7,W,No,22.91
0.99192,3.19,12.1,8,W,No,24.34
0.99112,2.93,11.5,7,W,No,22.12
0.99112,2.93,11.5,7,W,No,22.12
0.99616,3.23,10,5,W,Yes,8.68
0.99266,3.25,11.1,6,W,No,13.59
0.98918,3.26,12.4,5,W,Yes,17.62
0.98926,2.9,12.2,6,W,No,24.34
0.99114,3.06,10.6,5,W,Yes,16.12
0.9912,3.41,11.1,7,W,No,21.49
0.98936,3.36,13.9,7,W,No,26.36
0.9983,2.99,9.2,6,W,No,6.46
0.99532,2.98,10.5,6,W,No,11.29
0.99189,3.04,11.3,8,W,No,25.89
0.99,3.24,12.9,6,W,No,21.89
0.98914,3.26,12.9,7,W,No,26.1
0.99537,3.12,9.6,5,W,Yes,7.58
0.99,3.25,12.9,6,W,No,21.92
0.99,3.24,12.9,6,W,No,21.89
0.99742,3.04,8.8,5,W,Yes,9.17
0.98884,3.23,13.2,8,W,No,31.59
0.9983,2.99,9.2,6,W,No,6.46
0.99189,3.04,11.3,8,W,No,25.89
0.99532,2.98,10.5,6,W,No,11.29
0.99284,3.3,10.5,6,W,No,17.09
0.99026,3.2,12.6,8,W,No,27.5
0.99297,3.05,9.5,6,W,No,17.59
0.99711,3.31,9.8,6,W,No,7.36
0.98934,3.04,13.4,8,W,No,29.16
0.9913,3.05,11.8,7,W,No,25.28
0.99711,3.31,9.8,6,W,No,7.36
0.98964,3.22,13.1,7,W,No,23.78
0.99026,3.2,12.6,8,W,No,27.5
0.992,3.26,10.4,5,W,Yes,14.85
0.98944,3.22,13.4,8,W,No,26.89
0.99031,3.06,13,7,W,No,21.59
0.98934,3.04,13.4,8,W,No,29.16
0.99393,3.11,10.2,7,W,No,18.16
0.9904,3.07,11.7,6,W,No,21.67
0.99297,3.05,9.5,6,W,No,17.59
0.99088,3.03,11.7,6,W,No,21.77
0.99254,3.04,11.4,8,W,No,22.6
0.9913,3.05,11.8,7,W,No,25.28
0.99158,3.09,11.2,6,W,No,20.75
0.99408,3.19,13,7,W,No,13.03
0.99408,3.19,13,7,W,No,13.03
0.99473,3.34,10.9,6,W,No,11.18
0.98998,3.14,11.6,7,W,No,23.46
0.99146,3.3,11.3,7,W,No,20.02
0.99742,3.29,12,6,W,No,6.93
0.99273,3.38,10.5,6,W,No,16.64
0.98922,3.31,13.1,7,W,No,24.7
0.99408,3.19,13,7,W,No,13.03
0.99473,3.34,10.9,6,W,No,11.18
0.99869,3.14,9.1,5,W,Yes,5.19
0.9896,3.18,13.4,7,W,No,25.3
0.99108,3.33,11.5,7,W,No,22.77
0.99134,3.38,11.2,7,W,No,20.2
0.99385,3.36,10.9,6,W,No,14.56
0.98936,3.19,13.5,7,W,No,27.22
0.99869,3.14,9.1,5,W,Yes,5.19
0.99606,3.17,9.9,6,W,No,8.04
0.99508,2.98,10.5,6,W,No,10.14
0.99038,3.18,11.7,7,W,No,24.35
0.99158,3.49,11,6,W,No,17.71
0.9932,2.99,13,6,W,No,13.19
0.99164,2.93,13.6,6,W,No,17.05
0.98987,3.08,12.3,7,W,No,26.65
0.98947,3.25,13.3,7,W,No,26.65
0.98819,3.08,13.7,7,W,No,29.34
0.99133,3.19,11.1,5,W,Yes,16.2
0.99143,3.23,13.4,7,W,No,21.54
0.99571,3.05,9.1,5,W,Yes,5.22
0.99139,3.31,11.3,7,W,No,20.1
0.99537,3.2,9.4,5,W,Yes,7.49
0.99571,3.05,9.1,5,W,Yes,5.22
0.99186,3.37,11.6,6,W,No,14.35
0.99186,3.37,11.6,6,W,No,14.35
0.98984,3.01,12.4,6,W,No,23.92
0.9963,3.11,9.8,6,W,No,10.31
0.99312,3.09,11.1,4,W,Yes,8.07
0.9897,3.26,13.1,7,W,No,25.03
0.9955,3.14,9.7,5,W,Yes,8.25
0.99528,3.15,9.2,5,W,Yes,7.5
0.99279,3.1,11.7,6,W,No,16.25
0.99704,3.14,10.6,6,W,No,5.55
0.9955,3.14,9.7,5,W,Yes,8.25
0.99528,3.15,9.2,5,W,Yes,7.5
0.9914,3.1,10.9,6,W,No,19.2
0.99224,3.23,10.1,5,W,Yes,14.43
0.99074,3.17,12.2,7,W,No,22.14
0.98892,3.03,12.7,6,W,No,23.95
0.98959,2.98,13,6,W,No,22.77
0.99212,3.16,11.2,6,W,No,16.97
0.99576,3.2,9.4,6,W,No,9.13
0.9919,3.41,11,6,W,No,17.55
0.9919,3.41,11,6,W,No,17.55
1.00037,3.1,9.2,6,W,No,6.69
0.99576,3.2,9.4,6,W,No,9.13
1.00037,3.1,9.2,6,W,No,7.09
0.992,3.22,12.3,6,W,No,14.62
0.9919,3.41,11,6,W,No,17.55
0.99218,3.04,10,6,W,No,18.64
0.99855,3.24,9,6,W,No,5.02
0.99855,3.24,9,6,W,No,5.02
0.99855,3.24,9,6,W,No,5.02
0.99062,2.92,11.1,6,W,No,21.91
0.99362,3.06,9.9,6,W,No,13.31
0.99324,3.66,12.2,7,W,No,13.13
0.99062,2.92,11.1,6,W,No,21.91
0.99855,3.24,9,6,W,No,5.02
0.99098,3.01,11.8,4,W,Yes,11.83
0.99036,3.11,12.9,6,W,No,20.49
0.99398,2.86,9,5,W,Yes,11.23
0.9903,3.01,12.4,6,W,No,21.52
0.99398,2.86,9,5,W,Yes,11.23
0.99036,3.11,12.9,6,W,No,20.49
0.99406,2.99,11.2,6,W,No,12.77
0.9906,3,12.6,6,W,No,21
0.99089,3.12,11.5,6,W,No,17.92
0.99096,3.07,11.3,7,W,No,24.67
0.99406,2.99,11.2,6,W,No,12.77
0.99089,3.12,11.5,6,W,No,17.92
0.9936,3.32,10.5,4,W,Yes,7.05
0.9906,3,12.6,6,W,No,21
0.9911,3.15,11.9,6,W,No,21.07
0.99396,3.18,10.1,6,W,No,17.46
0.99089,3.15,11,7,W,No,23.34
0.9968,3.14,10.6,5,W,Yes,7.28
0.99138,3.04,11.3,7,W,No,23.42
0.99098,3.1,11.2,4,W,Yes,13.25
0.99238,2.94,11.5,7,W,No,20.13
0.99244,2.92,11.1,5,W,Yes,12.46
0.99176,3.14,12.8,7,W,No,21.54
0.98993,3.3,12.3,6,W,No,20.86
0.9929,3.26,10.4,6,W,No,17.74
0.99238,2.94,11.5,7,W,No,20.13
0.98988,3.16,11.7,7,W,No,24.92
0.992,3.35,10.7,7,W,No,18.16
0.99784,2.85,9.5,6,W,No,7.5
0.99784,2.85,9.5,6,W,No,7.5
0.99784,2.85,9.5,6,W,No,7.5
0.99006,3.18,12,7,W,No,24.92
0.99211,3.31,10.8,5,W,Yes,15.01
0.99202,3.35,10.7,7,W,No,18.46
0.992,3.35,10.7,7,W,No,18.16
0.99332,3.12,10.7,7,W,No,16.41
0.98958,3.12,12.1,7,W,No,26.15
0.98939,3,11.9,7,W,No,26.67
0.99492,3.18,10.8,6,W,No,8.58
0.99043,3.59,12.3,7,W,No,22.58
0.99787,3.3,9.4,6,W,No,7.39
0.99654,3.2,9.9,6,W,No,5.66
0.99304,3.35,10.4,7,W,No,20.13
0.9952,3.35,10.4,6,W,No,11.43
0.99165,3.15,12.6,7,W,No,20.9
0.9892,2.93,12.5,6,W,No,23.7
0.99628,3.04,9.4,5,W,Yes,6.66
0.99604,3.11,9.2,5,W,Yes,7.59
0.99164,3.27,11.2,6,W,No,19.15
0.998,2.91,9.2,6,W,No,9.67
0.998,2.91,9.2,6,W,No,9.67
0.99628,3.04,9.4,5,W,Yes,6.66
0.99164,3.27,11.2,6,W,No,19.15
0.99226,3.27,10.8,6,W,No,18.02
0.998,2.91,9.2,6,W,No,9.67
0.99604,3.11,9.2,5,W,Yes,7.59
0.98914,2.96,12.5,6,W,No,24.14
0.99794,3,9.3,5,W,Yes,8.7
0.99048,3.21,11.4,5,W,Yes,16.86
0.99726,3.04,10,7,W,No,10.43
1.00295,3.06,10.6,6,W,No,5.27
0.99278,3.07,10.7,7,W,No,19.7
0.99726,3.04,10,7,W,No,10.43
0.98914,2.96,12.5,6,W,No,24.14
1.00295,3.06,10.6,6,W,No,5.27
0.99054,3.19,12.8,7,W,No,21.99
0.99794,3,9.3,5,W,Yes,8.7
0.99048,3.21,11.4,5,W,Yes,16.86
0.99459,3.24,9.5,5,W,Yes,9.06
0.99459,3.24,9.5,6,W,No,12.29
0.9946,3.24,9.5,6,W,No,11.89
0.99362,3.06,10.8,6,W,No,13.18
0.99362,3.06,10.8,6,W,No,13.18
0.99966,3.2,8.8,6,W,No,6.1
0.99362,3.06,10.8,6,W,No,13.18
0.99442,3.08,11,7,W,No,16.2
0.98918,3.29,12.4,6,W,No,21.11
0.99089,3.25,11.3,7,W,No,22.94
0.99474,3.12,11.2,7,W,No,20.33
0.99008,3.24,12.5,7,W,No,24.61
0.99348,3.12,10,6,W,No,15.53
0.99283,3.12,11,6,W,No,16.25
0.99398,3.16,10.5,6,W,No,14.24
0.99398,3.16,10.5,6,W,No,14.24
0.99283,3.12,11,6,W,No,16.25
0.9908,3.12,11.4,7,W,No,23.58
0.99165,3.16,11.3,6,W,No,16.36
0.99076,2.97,12.2,7,W,No,24.25
0.98942,2.9,12.6,7,W,No,27.21
0.99244,2.9,11.1,5,W,Yes,12.49
0.99058,3.26,12.3,6,W,No,21.04
0.99255,2.92,10.4,4,W,Yes,10.25
0.99916,3.13,8.8,6,W,No,5.88
0.99306,3.27,9.5,6,W,No,16.03
0.99916,3.13,8.8,6,W,No,5.88
0.99498,3.42,10.4,6,W,No,11.05
0.99,3.11,13,7,W,No,23.56
0.99338,3.16,12.2,7,W,No,18.53
0.99456,3.03,10.5,8,W,No,16.32
0.9926,3.33,10.8,7,W,No,17.3
0.98856,3.2,13.2,8,W,No,30.3
0.98946,3.16,13,8,W,No,28.61
0.99346,3.5,10,6,W,No,15.94
0.99268,3.42,10.4,4,W,Yes,10.36
0.98944,3.16,12.4,6,W,No,22.24
0.98976,3.27,12.9,8,W,No,25.86
0.98856,3.2,13.2,8,W,No,30.3
0.99523,3.02,10.5,7,W,No,12.64
0.98946,3.16,13,8,W,No,28.61
0.99402,3.07,11.2,5,W,Yes,7.24
0.98916,3.41,12.7,7,W,No,24.47
0.99655,3.14,9.4,6,W,No,6.36
0.99071,3.03,12.9,7,W,No,23.6
0.98889,2.96,13,8,W,No,33.34
0.98742,3.31,13.6,7,W,No,27.56
0.99336,3.32,9.1,5,W,Yes,12.7
0.992,3.25,10.4,6,W,No,16.8
0.98742,3.31,13.6,7,W,No,27.56
0.99275,3.28,12.2,6,W,No,14.12
1.00044,3.1,8.7,5,W,Yes,9.77
0.99444,3.04,10.5,7,W,No,14.58
0.99742,3.24,10.2,6,W,No,5.99
0.99228,3.06,12.5,8,W,No,23.48
0.99058,3.11,11.3,7,W,No,24.23
0.99742,3.24,10.2,6,W,No,5.99
0.99164,3.13,12.6,7,W,No,20.18
0.99742,3.24,10.2,6,W,No,5.99
0.99438,3.09,9.8,5,W,Yes,14.26
0.99402,3.15,10.8,5,W,Yes,5.14
0.99128,3.32,12.5,6,W,No,20.09
0.99228,3.06,12.5,8,W,No,23.48
0.991,3.3,11.5,7,W,No,19.99
0.9931,2.98,11.4,6,W,No,14.15
0.99444,3.04,10.5,7,W,No,14.58
0.99164,3.13,12.6,7,W,No,20.18
1.00044,3.1,8.7,5,W,Yes,9.77
0.99112,3.17,11,6,W,No,19.52
0.99058,3.11,11.3,7,W,No,24.23
0.99742,3.24,10.2,6,W,No,5.99
0.98961,3.06,11.6,6,W,No,21.55
0.99438,3.09,9.8,5,W,Yes,14.26
0.99344,3.1,10.1,5,W,Yes,14.79
0.99904,3.06,9.2,5,W,Yes,8.12
0.99884,3.05,9.1,6,W,No,9.8
0.99884,3.05,9.1,6,W,No,9.8
0.99884,3.05,9.1,6,W,No,9.8
0.99884,3.05,9.1,6,W,No,9.8
0.98949,2.96,11.7,6,W,No,22.72
0.99014,3.23,12.6,6,W,No,21.81
0.99786,2.86,9,5,W,Yes,8.93
0.99206,3.12,10.1,5,W,Yes,14.79
0.98722,3.3,13.6,5,W,Yes,19.61
0.99884,3.05,9.1,6,W,No,9.8
0.99666,3.09,9.2,5,W,Yes,9.29
0.99754,3.12,8.8,5,W,Yes,8.7
0.99272,2.83,10,4,W,Yes,13.03
0.99712,3.47,9.1,6,W,No,8.33
0.99104,3.04,11.2,5,W,Yes,17.22
0.99373,3.11,9.2,6,W,No,14.35
0.99904,3.06,9.2,5,W,Yes,8.12
0.9956,3.18,9.5,5,W,Yes,6.94
0.99095,3.35,11.9,7,W,No,22.37
0.99382,3.11,9.8,5,W,Yes,13.76
0.99382,3.11,9.8,5,W,Yes,13.76
0.99299,3.36,10.8,7,W,No,15.6
0.99048,3.37,11.3,6,W,No,18.92
0.99254,3.17,12.1,6,W,No,13.5
0.9902,3.38,11.3,7,W,No,20.5
0.99299,3.36,10.8,7,W,No,15.6
0.99012,3.36,13.5,7,W,No,22.73
0.99293,3.28,10.3,5,W,Yes,14.4
1.00022,3.11,9,6,W,No,8.44
0.99382,3.08,11.6,6,W,No,12.3
0.99293,3.28,10.3,5,W,Yes,14.4
0.98954,3.21,12.5,6,W,No,21.76
0.99936,3.39,8.6,5,W,Yes,5.42
0.9884,3.19,13.4,6,W,No,23.4
0.99144,3.22,12.7,4,W,Yes,7.78
0.99324,2.97,9.2,5,W,Yes,13.89
0.99174,3.32,10.2,6,W,No,17.03
0.99792,2.96,9,7,W,No,6.58
0.99792,2.96,9,7,W,No,6.58
0.99792,2.96,9,7,W,No,6.58
0.99792,2.96,9,7,W,No,6.58
0.99792,2.96,9,7,W,No,6.58
0.99792,2.96,9,7,W,No,6.58
0.99792,2.96,9,7,W,No,6.58
0.99043,3.02,11.9,5,W,Yes,17.9
0.99654,2.89,9,6,W,No,8.09
0.99758,3.3,9,5,W,Yes,6.14
0.99374,3.43,11,6,W,No,12.44
0.99792,2.96,9,7,W,No,6.58
0.99243,3.28,10,5,W,Yes,12.34
0.99216,3.29,10.7,5,W,Yes,14.86
0.99215,3.29,10.7,5,W,Yes,14.86
0.98953,3.39,13.4,8,W,No,29.52
0.99278,2.99,11,6,W,No,14.67
0.99243,3.28,10,5,W,Yes,12.34
0.99216,3.29,10.7,5,W,Yes,14.86
0.99215,3.29,10.7,5,W,Yes,14.86
0.99278,2.99,11,6,W,No,14.67
0.99186,2.99,11,6,W,No,17.07
0.99072,3.16,11.1,7,W,No,22.09
0.99244,2.79,10.9,5,W,Yes,13.43
0.99084,3.03,11.5,5,W,Yes,16.28
0.98953,3.39,13.4,8,W,No,29.52
0.99754,3.08,9.4,5,W,Yes,7.36
0.99754,3.08,9.4,5,W,Yes,7.36
0.99754,3.08,9.4,5,W,Yes,7.36
0.99567,3.17,10.6,6,W,No,6.36
0.99754,3.08,9.4,5,W,Yes,7.36
0.99094,3.03,12,4,W,Yes,13.44
0.99532,3.14,10.2,6,W,No,9.69
0.99567,3.17,10.6,6,W,No,6.36
0.9874,3.26,13.5,5,W,Yes,19.41
0.99794,3.31,9.7,5,W,Yes,7.55
0.99122,3.24,12.2,6,W,No,16.49
0.99226,3.11,12.3,5,W,Yes,12.07
0.99122,3.24,12.2,6,W,No,16.49
0.99099,3.42,11.4,7,W,No,21.93
0.99134,3.2,12.7,7,W,No,20.08
0.99794,3.31,9.7,5,W,Yes,7.55
0.99338,3.13,10.8,6,W,No,13.9
0.9938,3.08,11,6,W,No,12.23
0.9955,3.18,9.5,5,W,Yes,6.64
0.99776,3.2,10.1,6,W,No,6.54
0.98964,3.46,13.2,7,W,No,24.01
0.99808,3.02,8.8,5,W,Yes,6.77
0.99551,3.18,9.5,5,W,Yes,6.74
0.99548,3.18,9.5,5,W,Yes,6.84
0.99541,3.16,9.5,6,W,No,9.84
0.9955,3.18,9.5,5,W,Yes,6.64
0.99536,3.18,9.5,5,W,Yes,6.94
0.99524,3.03,10.4,6,W,No,8.79
0.9961,3.14,9.9,6,W,No,6.92
0.99224,3.22,10,5,W,Yes,13.83
0.99776,3.2,10.1,6,W,No,6.54
0.99702,3.17,9.4,6,W,No,8.89
0.99657,3.03,9.3,5,W,Yes,9.65
0.99176,3.05,10.9,5,W,Yes,15.87
0.99166,3.2,11.4,5,W,Yes,15.61
0.99242,2.99,10.3,5,W,Yes,15.92
0.99109,3.02,11,6,W,No,20.75
0.99176,3.05,10.9,5,W,Yes,15.87
0.99278,2.99,10.8,6,W,No,15.27
0.99242,2.99,10.3,5,W,Yes,15.92
0.99109,3.02,11,6,W,No,20.75
0.99657,3.03,9.3,5,W,Yes,9.65
0.99358,2.96,10.2,5,W,Yes,10.83
0.99358,2.96,10.2,6,W,No,14.38
0.99278,2.99,10.8,6,W,No,15.27
0.99705,3.24,10.5,3,W,Yes,5.38
0.9912,3.13,11.1,5,W,Yes,15.73
0.99176,3.05,10.9,5,W,Yes,15.87
0.99166,3.2,11.4,5,W,Yes,15.61
0.99677,3.22,10.3,5,W,Yes,8.89
0.99172,3.28,12.9,7,W,No,18.73
0.9953,3.12,9.9,5,W,Yes,7.07
0.99186,3.24,11.3,6,W,No,15.83
0.99188,3.38,11.5,6,W,No,13.61
0.99188,3.38,11.5,6,W,No,13.61
0.99158,3,10.7,5,W,Yes,14.13
0.99522,3.03,10.4,6,W,No,8.39
0.99176,3.17,12.5,6,W,No,17.96
0.99558,3.19,9.5,5,W,Yes,6.79
0.9911,3.05,11.3,7,W,No,23.43
0.99016,3.26,13,6,W,No,19.93
0.99188,3.38,11.5,6,W,No,13.61
0.98956,3.22,11.5,5,W,Yes,16.86
0.99186,3.24,11.3,6,W,No,15.83
0.99062,3.15,13.2,7,W,No,23.53
0.99274,3.46,11.5,7,W,No,12.67
0.993,2.83,9.6,5,W,Yes,13.46
0.993,2.83,9.6,5,W,Yes,13.46
0.9978,3.15,9.7,6,W,No,7.08
0.9946,3.14,9.2,5,W,Yes,9.85
0.99429,3.16,8.4,5,W,Yes,9.99
0.99002,3,12.4,6,W,No,23.6
0.99002,3,12.4,6,W,No,23.6
0.9946,3.14,9.2,5,W,Yes,9.85
0.99429,3.16,8.4,5,W,Yes,9.99
0.9909,3.14,11.7,6,W,No,19.86
0.99294,2.96,11,6,W,No,13.6
0.99044,2.97,11.9,6,W,No,22.44
0.98958,3.2,13.2,7,W,No,24.88
0.9909,3.14,11.7,6,W,No,19.86
0.9986,3.26,9.1,5,W,Yes,7.24
0.99262,3.34,12.6,6,W,No,13.63
0.9986,3.26,9.1,5,W,Yes,7.24
0.99212,3.17,10.5,6,W,No,18.47
0.99628,3.23,10.6,5,W,Yes,9.41
0.99262,3.34,12.6,6,W,No,13.63
0.98913,3.41,13.7,7,W,No,25.02
0.99021,3.36,12,6,W,No,19.93
0.99198,3.4,12.5,7,W,No,21.14
0.99226,3.55,12.1,6,W,No,15.65
0.99159,3.21,11.3,6,W,No,16.52
0.99021,3.36,12,6,W,No,19.93
0.99224,3.46,10.3,6,W,No,15.16
0.99068,3.27,12.7,6,W,No,17
0.99587,3.12,9.2,5,W,Yes,7.54
0.99587,3.12,9.2,5,W,Yes,7.54
0.99728,3.1,9.5,6,W,No,5.99
0.99364,3.16,10.1,6,W,No,12.58
0.99364,3.16,10.1,6,W,No,12.58
0.99018,3.25,13,7,W,No,24
0.98968,3.24,13.1,6,W,No,19.46
0.99178,3.1,11,6,W,No,19.99
0.99587,3.12,9.2,5,W,Yes,7.54
0.9961,3.08,9.4,6,W,No,7.21
0.99728,3.1,9.5,6,W,No,5.99
0.99534,3.16,10.2,6,W,No,9.57
0.99364,3.16,10.1,6,W,No,12.58
0.99864,3.06,8.6,4,W,Yes,7.06
0.99776,2.91,9,5,W,Yes,8.76
0.99545,3.13,9.6,5,W,Yes,7.34
0.99299,3.29,9.9,7,W,No,19.46
0.99665,3.2,10.5,5,W,Yes,5.14
0.99069,3.15,11.4,5,W,Yes,16.6
0.99692,3.18,9.4,5,W,Yes,9.58
0.99324,3.12,11.1,4,W,Yes,7.63
0.99896,3.1,8.9,6,W,No,5.57
0.99896,3.1,8.9,6,W,No,5.57
0.99226,3.15,10.8,5,W,Yes,15.64
0.99226,3.06,12.2,6,W,No,16.52
0.99896,3.1,8.9,6,W,No,5.57
0.99076,3.13,12.5,6,W,No,21.96
0.99226,3.06,12.2,6,W,No,16.52
0.99076,3.13,12.5,6,W,No,21.96
0.99896,3.1,8.9,6,W,No,5.57
0.9951,3.16,10.8,6,W,No,8.41
0.99234,2.99,11.4,6,W,No,14.68
0.99226,3.15,10.8,5,W,Yes,15.64
0.99368,3.18,10.6,5,W,Yes,7.97
0.9937,3.01,9.2,5,W,Yes,11.78
0.99151,3.24,12.2,6,W,No,16.19
0.99021,3.26,12.3,6,W,No,20.54
0.99479,3.23,10.4,6,W,No,11.62
0.9954,2.99,10.4,6,W,No,8.57
0.99176,3.07,11,7,W,No,23.78
0.99368,3.18,10.6,5,W,Yes,7.97
0.9937,3.01,9.2,5,W,Yes,11.78
0.99246,3.32,13.5,4,W,Yes,15.17
0.9908,2.95,11.4,6,W,No,20.39
0.98994,3.1,11.5,6,W,No,18.76
0.98746,3.21,14,7,W,No,28.63
0.99028,3.25,12.5,7,W,No,23.12
0.99028,3.25,12.5,7,W,No,23.12
0.98867,3.09,12.8,7,W,No,26.6
